srcYear,srcMonth,Month_Year,srcStateName,Ration card holders under National Food Security Act ( NFSA ),Ration cards involved in the Transactions under National Food Security Act ( NFSA ),Electronic Point of Sale ( EPOS ) transactions under National Food Security Act ( NFSA ),Aadhar based Biometric transactions,Aadhar based Integrated Risk Information System ( IRIS ) transactions,Aadhar based One Time Password ( OTP ) transactions,Total Aadhaar based transactions,Total Aadhaar transactions (%),Transactions authenticated by The Public Distribution System ( PDS ) and One Time Password ( OTP ),Transactions authenticated by modes other than One Time Password (OTP ),Authenticated Transactions by other mode,Authenticated transactions by other Mode (%),Non-Authenticated Transactions,Non-Authenticated transactions (%),YearCode,Year,MonthCode,Month
2020,May,May-2020,Gujarat,6871554,0,6612956,1507998,0,5775,1513773,22,0,0,0,0,5099183,77,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020"
2020,May,May-2020,Goa,142494,150654,193928,187884,723,0,188607,97,0,0,0,0,5321,2,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020"
2020,May,May-2020,Daman & Diu,55620,52711,52782,52782,0,0,52782,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020"
2020,May,May-2020,Chhattisgarh,5117707,3696377,9048823,212151,0,0,212151,2,0,0,0,0,8836672,97,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020"
2021,January,Jan-2021,Lakshadweep,5160,2181,2183,0,0,0,0,0,0,0,0,0,2183,100,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
2020,May,May-2020,Bihar,16831101,14311330,14715170,14453440,199014,0,14652454,99,13589,0,13589,0,49127,0,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020"
2020,May,May-2020,Arunachal Pradesh,177316,13117,31439,0,0,0,0,0,0,31439,31439,100,0,0,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020"
2020,May,May-2020,Andhra Pradesh,8953109,8432446,8460428,8453690,6738,0,8460428,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020"
2020,May,May-2020,Andaman & Nicobar Islands,4944,1117,1277,0,0,0,0,0,1277,0,1277,100,0,0,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020"
2020,June,Jun-2020,West Bengal,56110738,14695193,21156713,87,0,0,87,0,0,0,0,0,21156626,99,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Uttar Pradesh,35327848,33532815,33532815,33134303,0,0,33134303,98,0,0,0,0,398512,1,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Uttarakhand,1343486,794367,799709,41,0,0,41,0,0,0,0,0,799668,99,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Tripura,578793,561818,749496,739944,0,0,739944,98,0,0,0,0,9552,1,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Telangana,5343849,7337529,7577634,7577634,0,0,7577634,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Tamil Nadu,11127398,10673031,12283803,0,0,0,0,0,25575,11020868,11046443,89,1237360,10,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Sikkim,93862,67787,70442,34598,0,0,34598,49,0,0,0,0,35844,50,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Rajasthan,11138619,0,9810004,9770514,0,0,9770514,99,0,0,0,0,39490,0,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Odisha,9287962,9279824,9282767,2,0,0,2,0,0,0,0,0,9282765,99,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Nagaland,283674,253670,253670,91119,0,0,91119,35,0,0,0,0,162551,64,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Mizoram,155486,141674,141682,448,0,0,448,0,0,0,0,0,141234,99,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Manipur,588045,357232,357229,590,0,0,590,0,0,0,0,0,356639,99,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Maharashtra,15260012,14066129,14288943,14288943,0,0,14288943,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Madhya Pradesh,11684833,8403053,8505063,7857726,2,0,7857728,92,0,0,0,0,647335,7,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Kerala,3745393,3911511,4061188,1442735,0,0,1442735,35,1423353,0,1423353,35,1195100,29,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Karnataka,12747508,11414213,11418197,11418196,0,0,11418196,99,0,0,0,0,1,0,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Jharkhand,5701477,5226045,6042892,0,0,0,0,0,5382637,0,5382637,89,660255,10,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Jammu And Kashmir,1647716,1494709,1499307,1848,0,0,1848,0,0,0,0,0,1497459,99,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Himachal Pradesh,679239,641183,641183,0,0,0,0,0,0,0,0,0,641183,100,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Haryana,2700472,2427388,2429875,2429875,0,0,2429875,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Gujarat,6876881,0,6583811,1841619,0,7294,1848913,28,0,0,0,0,4734898,71,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Goa,142494,132345,132794,128626,202,0,128828,97,0,0,0,0,3966,2,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Daman & Diu,65238,47814,47819,47819,0,0,47819,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Chhattisgarh,5117707,3783753,9150965,212151,0,0,212151,2,0,0,0,0,8938814,97,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Bihar,16831101,14152468,14248231,14048299,159020,0,14207319,99,2069,0,2069,0,38843,0,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Arunachal Pradesh,179782,21237,26772,0,0,0,0,0,0,26772,26772,100,0,0,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Andhra Pradesh,8966671,8341032,8369122,8363497,5625,0,8369122,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,June,Jun-2020,Andaman & Nicobar Islands,16369,7021,8083,0,0,0,0,0,8083,0,8083,100,0,0,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020"
2020,July,Jul-2020,West Bengal,56112716,14728895,20919086,356,0,0,356,0,0,0,0,0,20918730,99,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Uttar Pradesh,35565150,33485630,33485655,32990020,0,0,32990020,98,0,0,0,0,495635,1,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Uttarakhand,1357366,670183,673082,124732,0,0,124732,18,0,0,0,0,548350,81,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Tripura,578738,563408,761004,752034,0,0,752034,98,0,0,0,0,8970,1,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Telangana,5346574,4919384,4919384,4919384,0,0,4919384,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Tamil Nadu,11125050,10694032,11362171,1313,0,0,1313,0,26449,10382042,10408491,91,952367,8,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Rajasthan,11059000,0,9814579,9813618,0,0,9813618,99,0,0,0,0,961,0,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Odisha,9287962,9334373,9335788,1597189,0,0,1597189,17,1352,0,1352,0,7737247,82,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Nagaland,285383,261002,261010,96517,0,0,96517,36,0,0,0,0,164493,63,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Mizoram,155554,152049,152065,922,0,0,922,0,0,0,0,0,151143,99,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Meghalaya,1284,556,556,0,0,0,0,0,0,0,0,0,556,100,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Manipur,598172,393403,393406,440,0,0,440,0,0,0,0,0,392966,99,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Maharashtra,15312771,14409877,14688716,0,0,0,0,0,0,14688716,14688716,100,0,0,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Madhya Pradesh,11684831,9729859,9897093,9083688,37,0,9083725,91,0,0,0,0,813368,8,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Kerala,3751102,3695739,3865041,3645713,0,0,3645713,94,97050,0,97050,2,122278,3,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Karnataka,12749400,11283718,11287591,11287588,0,0,11287588,99,0,0,0,0,3,0,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Jharkhand,5681835,5495152,8568765,138736,0,0,138736,1,7758089,0,7758089,90,671940,7,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Jammu And Kashmir,1649266,491051,491401,460743,0,0,460743,93,0,0,0,0,30658,6,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Himachal Pradesh,679086,652622,652622,0,0,0,0,0,0,0,0,0,652622,100,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Haryana,2699987,2449512,2469186,2469186,0,0,2469186,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Gujarat,6886974,0,6563098,3941689,0,19186,3960875,60,0,0,0,0,2602223,39,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Goa,142557,134620,134612,130338,188,0,130526,96,0,0,0,0,4086,3,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Daman & Diu,63092,49076,49069,49069,0,0,49069,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Chhattisgarh,5148694,4949337,5429317,181902,0,0,181902,3,0,0,0,0,5247415,96,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Bihar,17897467,15743718,15954376,15666251,241168,0,15907419,99,1,0,1,0,46956,0,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Arunachal Pradesh,179700,14848,26240,0,0,0,0,0,0,26240,26240,100,0,0,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Andhra Pradesh,8966390,8422607,8457158,8452033,5125,0,8457158,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,July,Jul-2020,Andaman & Nicobar Islands,16417,2662,2988,0,0,0,0,0,2988,0,2988,100,0,0,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020"
2020,August,Aug-2020,West Bengal,56135276,14747807,20264292,14140,0,0,14140,0,0,0,0,0,20250152,99,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Uttar Pradesh,35599353,33633245,33633245,33164308,0,0,33164308,98,0,0,0,0,468937,1,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Uttarakhand,1359876,659933,661677,92079,0,0,92079,13,0,0,0,0,569598,86,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Tripura,578630,563696,711645,703830,0,0,703830,98,0,0,0,0,7815,1,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Telangana,5348486,4837525,4837525,4837525,0,0,4837525,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Tamil Nadu,11160139,10347971,10945818,482879,0,0,482879,4,18327,9440874,9459201,86,1003738,9,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Rajasthan,11056786,0,9840761,9839897,0,0,9839897,99,0,0,0,0,864,0,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Punjab,3554529,1785588,1789813,1786589,3222,0,1789811,99,0,0,0,0,2,0,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Odisha,9274719,9337258,9339835,1594495,0,0,1594495,17,1337,0,1337,0,7744003,82,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Nagaland,286185,258425,258427,94218,0,0,94218,36,0,0,0,0,164209,63,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Mizoram,155558,152023,152055,613,0,0,613,0,0,0,0,0,151442,99,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Manipur,601364,435556,435559,786,0,0,786,0,0,0,0,0,434773,99,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Maharashtra,15379049,13456715,13558510,13558510,0,0,13558510,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Madhya Pradesh,11689138,9827360,10069707,9260958,337,0,9261295,91,0,0,0,0,808412,8,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Lakshadweep,5160,1004,1006,0,0,0,0,0,0,0,0,0,1006,100,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Kerala,3752026,3794749,4015293,3769231,0,0,3769231,93,101777,0,101777,2,144285,3,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Karnataka,12759225,11301764,11305633,11305633,0,0,11305633,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Jharkhand,5673012,4386442,4672532,4365002,2312,0,4367314,93,51442,0,51442,1,253776,5,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Jammu And Kashmir,1646773,732755,733074,645508,0,0,645508,88,0,0,0,0,87566,11,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Himachal Pradesh,678475,654793,654793,0,0,0,0,0,0,0,0,0,654793,100,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Haryana,2700386,2442734,2447270,2447270,0,0,2447270,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Gujarat,6904343,0,6599726,4138168,0,21292,4159460,63,0,0,0,0,2440266,36,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Goa,142601,131658,131610,126921,448,0,127369,96,0,0,0,0,4241,3,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Daman & Diu,62575,49652,49367,49367,0,0,49367,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Chhattisgarh,5115850,4263752,5095919,136623,0,0,136623,2,0,0,0,0,4959296,97,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Bihar,17813511,15992637,16585447,16281636,248667,0,16530303,99,2,0,2,0,55142,0,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Arunachal Pradesh,172325,13191,45841,0,0,0,0,0,0,45841,45841,100,0,0,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Andhra Pradesh,8991075,8313831,8345554,8341571,3983,0,8345554,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,August,Aug-2020,Andaman & Nicobar Islands,16750,61862,69832,0,0,0,0,0,69832,0,69832,100,0,0,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
2020,September,Sep-2020,West Bengal,56165883,14917414,20973055,18890,0,0,18890,0,0,0,0,0,20954165,99,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2021,April,Apr-2021,Lakshadweep,5158,1057,1072,0,0,0,0,0,0,0,0,0,1072,100,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
2020,September,Sep-2020,Uttar Pradesh,35669120,33745853,33745853,33185254,0,0,33185254,98,0,0,0,0,560599,1,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Uttarakhand,1359876,702807,704616,118398,0,0,118398,16,0,0,0,0,586218,83,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Tripura,578176,561405,716716,710958,1,0,710959,99,0,0,0,0,5757,0,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Telangana,5349267,4850764,4850764,4850764,0,0,4850764,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Tamil Nadu,11158145,9965570,10750117,1881666,0,0,1881666,17,13154,7902783,7915937,73,952514,8,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Rajasthan,11025672,0,9881802,9881047,0,0,9881047,99,0,0,0,0,755,0,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Punjab,3657791,3230218,3290969,3282403,8553,0,3290956,99,0,0,0,0,13,0,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Odisha,9274719,9273197,9275395,0,0,0,0,0,0,0,0,0,9275395,100,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Nagaland,287120,259255,259250,92180,0,0,92180,35,0,0,0,0,167070,64,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Mizoram,155584,152737,152772,621,0,0,621,0,0,0,0,0,152151,99,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Meghalaya,421303,6790,7875,1,0,0,1,0,0,0,0,0,7874,99,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Manipur,602139,458919,458917,436,0,0,436,0,0,0,0,0,458481,99,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Maharashtra,15443156,13745879,13949298,13949298,0,0,13949298,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Madhya Pradesh,10945990,10269956,10593302,9752340,619,0,9752959,92,0,0,0,0,840343,7,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Lakshadweep,5160,2796,2805,0,0,0,0,0,0,0,0,0,2805,100,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Kerala,3785407,3700771,3871659,3682832,18,0,3682850,95,101773,0,101773,2,87036,2,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Karnataka,12769659,11210758,11214572,11214572,0,0,11214572,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Jharkhand,5658408,5498640,5860049,4503912,2348,0,4506260,76,914147,0,914147,15,439642,7,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Jammu And Kashmir,1645744,1217618,1218078,1022886,0,0,1022886,83,0,0,0,0,195192,16,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Himachal Pradesh,674816,615390,615390,0,0,0,0,0,0,0,0,0,615390,100,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Haryana,2700168,2389800,2392804,2392804,0,0,2392804,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Gujarat,6923836,0,6546028,5511811,0,28894,5540705,84,0,0,0,0,1005323,15,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Goa,142668,134148,134187,130033,204,0,130237,97,0,0,0,0,3950,2,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Daman & Diu,62459,49476,48870,48870,0,0,48870,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Chhattisgarh,5147210,4215305,4693402,104235,0,0,104235,2,0,0,0,0,4589167,97,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Bihar,17790969,16007671,16206167,15894886,259661,0,16154547,99,7,0,7,0,51613,0,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Arunachal Pradesh,172296,19319,52784,0,0,0,0,0,0,52784,52784,100,0,0,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Andhra Pradesh,8960278,8264385,8298031,8294346,3685,0,8298031,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,September,Sep-2020,Andaman & Nicobar Islands,5028,56672,64628,0,0,0,0,0,64628,0,64628,100,0,0,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020"
2020,October,Oct-2020,West Bengal,56137751,14727879,20385317,9045,0,0,9045,0,601,0,601,0,20375671,99,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Uttar Pradesh,35731082,33763945,33763945,33234966,0,0,33234966,98,0,0,0,0,528979,1,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Uttarakhand,1366778,638518,641347,106343,0,0,106343,16,0,0,0,0,535004,83,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Tripura,578411,577131,739572,732323,3,0,732326,99,0,0,0,0,7246,0,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Telangana,5350637,4780479,4780479,4780479,0,0,4780479,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Tamil Nadu,11155998,8554968,8925852,2664162,0,0,2664162,29,4110,5554783,5558893,62,702797,7,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Rajasthan,10836219,0,9744937,9744561,0,0,9744561,99,0,0,0,0,376,0,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Odisha,9261750,9264924,9268324,0,0,0,0,0,0,0,0,0,9268324,100,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Nagaland,290572,256872,256856,93694,0,0,93694,36,0,0,0,0,163162,63,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Mizoram,155704,150711,150733,755,0,0,755,0,0,0,0,0,149978,99,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Meghalaya,421505,12221,12221,1,0,0,1,0,0,0,0,0,12220,99,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Manipur,602118,468888,468890,144,0,0,144,0,0,0,0,0,468746,99,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Maharashtra,15526814,13841467,13959507,13959507,0,0,13959507,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Madhya Pradesh,10972373,11275757,11390062,10789201,279,0,10789480,94,0,0,0,0,600582,5,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Lakshadweep,5160,1434,1445,0,0,0,0,0,0,0,0,0,1445,100,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Kerala,3796092,3838876,4203952,3994575,496,0,3995071,95,128113,0,128113,3,80768,1,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Karnataka,12785308,11311214,11315076,11315076,0,0,11315076,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Jharkhand,5675205,5294985,5776097,256251,1,0,256252,4,5178194,0,5178194,89,341651,5,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Jammu And Kashmir,1644526,1365051,1365551,1070819,0,0,1070819,78,0,0,0,0,294732,21,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Himachal Pradesh,672162,642615,642615,0,0,0,0,0,0,0,0,0,642615,100,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Haryana,2699158,2422254,2425558,2425558,0,0,2425558,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Gujarat,6702798,0,6522761,5840712,1,35981,5876694,90,0,0,0,0,646067,9,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Goa,142689,134669,134715,130229,160,0,130389,96,0,0,0,0,4326,3,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Daman & Diu,62413,49289,48758,48758,0,0,48758,100,0,0,0,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Chhattisgarh,5117639,4298946,4754867,114020,0,0,114020,2,0,0,0,0,4640847,97,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Bihar,17815939,15594017,15751239,15391846,311309,0,15703155,99,4,0,4,0,48080,0,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
2020,October,Oct-2020,Arunachal Pradesh,181418,22555,21665,5364,0,0,5364,24,0,16139,16139,74,162,0,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
